수험번호,선택과목,문제번호,대분류,중분류,소분류,학생이 쓴 답,정답,배점
13,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
13,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
13,미적분,26,미적분,정적분,회전체의 부피 계산,2,3,3
13,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
13,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
13,미적분,29,미적분,미분법,역함수의 미분,889,3,4
13,미적분,30,미적분,정적분,정적분과 미분의 활용,290,283,4
14,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
14,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
14,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
14,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
14,공통,5,수학Ⅰ,수열,등차수열의 일반항,4,3,3
14,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,1,5,3
14,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
14,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
14,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
14,공통,10,수학Ⅱ,적분법,속도와 거리,2,4,4
14,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
14,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,5,2,4
14,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
14,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
14,공통,15,수학Ⅰ,수열,점화식 문제,4,3,4
14,공통,16,수학Ⅰ,지수와 로그,로그 방정식,27,7,3
14,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
14,공통,18,수학Ⅰ,수열,수열의 합,478,13,3
14,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
14,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
14,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,320,220,4
14,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
14,미적분,23,미적분,극한,함수의 극한값,1,1,2
14,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
14,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
14,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
14,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
14,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
14,미적분,29,미적분,미분법,역함수의 미분,312,3,4
14,미적분,30,미적분,정적분,정적분과 미분의 활용,266,283,4
15,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
15,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
15,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
15,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,3,1,3
15,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
15,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
15,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
15,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
15,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
15,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
15,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
15,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
15,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
15,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
15,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
15,공통,16,수학Ⅰ,지수와 로그,로그 방정식,987,7,3
15,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
15,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
15,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,618,4,3
15,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,818,80,4
15,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,208,220,4
15,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
15,미적분,23,미적분,극한,함수의 극한값,1,1,2
15,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
15,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
15,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
15,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
15,미적분,28,미적분,정적분,부피와 삼각함수의 극한,3,4,4
15,미적분,29,미적분,미분법,역함수의 미분,983,3,4
15,미적분,30,미적분,정적분,정적분과 미분의 활용,608,283,4
16,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
16,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
16,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
16,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,2,1,3
16,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
16,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
16,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
16,공통,8,수학Ⅱ,미분법,접선의 방정식,3,1,3
16,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
16,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
16,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
16,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
16,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
16,공통,14,수학Ⅱ,적분법,정적분 활용,1,5,4
16,공통,15,수학Ⅰ,수열,점화식 문제,1,3,4
16,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
16,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
16,공통,18,수학Ⅰ,수열,수열의 합,765,13,3
16,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
16,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
16,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,154,220,4
16,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
16,미적분,23,미적분,극한,함수의 극한값,1,1,2
16,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
16,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
16,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
16,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
16,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
16,미적분,29,미적분,미분법,역함수의 미분,303,3,4
16,미적분,30,미적분,정적분,정적분과 미분의 활용,684,283,4
17,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
17,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
17,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
17,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,4,1,3
17,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
17,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
17,공통,7,수학Ⅰ,수열,수열의 합,2,5,3
17,공통,8,수학Ⅱ,미분법,접선의 방정식,2,1,3
17,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
17,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
17,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
17,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
17,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
17,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
17,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
17,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
17,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
17,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
17,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
17,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
17,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
17,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
17,미적분,23,미적분,극한,함수의 극한값,1,1,2
17,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
17,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
17,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
17,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
17,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
17,미적분,29,미적분,미분법,역함수의 미분,164,3,4
17,미적분,30,미적분,정적분,정적분과 미분의 활용,853,283,4
18,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
18,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
18,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
18,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
18,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
18,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
18,공통,7,수학Ⅰ,수열,수열의 합,3,5,3
18,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
18,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
18,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
18,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,4,2,4
18,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
18,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
18,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
18,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
18,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
18,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
18,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
18,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
18,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
18,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,965,220,4
18,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
18,미적분,23,미적분,극한,함수의 극한값,1,1,2
18,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
18,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,2,5,3
18,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
18,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
18,미적분,28,미적분,정적분,부피와 삼각함수의 극한,3,4,4
18,미적분,29,미적분,미분법,역함수의 미분,721,3,4
18,미적분,30,미적분,정적분,정적분과 미분의 활용,303,283,4
19,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
19,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
19,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
19,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
19,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
19,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
19,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
19,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
19,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
19,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
19,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
19,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
19,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,3,5,4
19,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
19,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
19,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
19,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
19,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
19,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,353,4,3
19,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
19,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
19,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
19,미적분,23,미적분,극한,함수의 극한값,1,1,2
19,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
19,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
19,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
19,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
19,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
19,미적분,29,미적분,미분법,역함수의 미분,804,3,4
19,미적분,30,미적분,정적분,정적분과 미분의 활용,983,283,4
20,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
20,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
20,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
20,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
20,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
20,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,1,5,3
20,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
20,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
20,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
20,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
20,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,3,2,4
20,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
20,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,2,5,4
20,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
20,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
20,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
20,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
20,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
20,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
20,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,105,80,4
20,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
20,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,858,58,4
20,미적분,23,미적분,극한,함수의 극한값,1,1,2
20,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
20,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,2,5,3
20,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
20,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
20,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
20,미적분,29,미적분,미분법,역함수의 미분,781,3,4
20,미적분,30,미적분,정적분,정적분과 미분의 활용,48,283,4
21,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
21,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
21,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
21,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
21,공통,5,수학Ⅰ,수열,등차수열의 일반항,1,3,3
21,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
21,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
21,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
21,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,2,3,4
21,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
21,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
21,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
21,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,4,5,4
21,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
21,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
21,공통,16,수학Ⅰ,지수와 로그,로그 방정식,776,7,3
21,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
21,공통,18,수학Ⅰ,수열,수열의 합,170,13,3
21,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
21,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
21,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
21,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
21,미적분,23,미적분,극한,함수의 극한값,1,1,2
21,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
21,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,1,5,3
21,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
21,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
21,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
21,미적분,29,미적분,미분법,역함수의 미분,163,3,4
21,미적분,30,미적분,정적분,정적분과 미분의 활용,119,283,4
22,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
22,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
22,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
22,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
22,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
22,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
22,공통,7,수학Ⅰ,수열,수열의 합,3,5,3
22,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
22,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
22,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
22,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
22,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
22,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
22,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
22,공통,15,수학Ⅰ,수열,점화식 문제,1,3,4
22,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
22,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,576,16,3
22,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
22,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
22,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
22,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
22,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
22,미적분,23,미적분,극한,함수의 극한값,1,1,2
22,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
22,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
22,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
22,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
22,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
22,미적분,29,미적분,미분법,역함수의 미분,772,3,4
22,미적분,30,미적분,정적분,정적분과 미분의 활용,672,283,4
23,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
23,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
23,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
23,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
23,공통,5,수학Ⅰ,수열,등차수열의 일반항,1,3,3
23,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
23,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
23,공통,8,수학Ⅱ,미분법,접선의 방정식,4,1,3
23,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
23,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
23,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
23,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
23,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
23,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
23,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
23,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
